90|1|4|2172|39|5|7|1
91|1|4|2074|39|3|10|1
92|1|4|1842|39|10|13|1
93|1|4|2508|39|9|13|1
94|1|4|2929|39|6|14|1
95|1|4|1685|39|6|8|1
96|1|4|1683|39|7|9|1
97|1|4|1522|39|5|7|1
98|1|4|1079|39|9|12|1
99|1|4|175|39|3|14|1
100|1|4|472|39|10|6|1
101|1|4|1155|39|6|6|1
102|1|4|1821|39|5|9|1
103|1|4|9|39|2|11|1
104|1|4|85|39|7|5|1
105|1|4|645|39|8|6|1
106|1|4|1355|39|7|14|1
107|1|4|1540|39|9|8|1
108|1|4|2219|39|9|10|1
109|1|4|1570|39|5|12|1
110|1|4|350|39|2|14|1
111|1|4|1239|39|8|12|1
112|1|4|666|39|6|11|1
113|1|4|2553|39|9|7|1
114|1|4|1311|39|3|5|1
115|1|4|362|39|10|12|1
116|1|4|2386|39|4|11|1
117|1|4|1605|39|1|9|1
118|1|4|121|39|5|8|1
119|1|4|2415|39|10|13|1
120|1|4|2055|39|4|13|1
121|1|4|2511|39|7|10|1
122|1|4|2825|39|6|5|1
123|1|4|2495|39|5|10|1
124|1|4|2821|39|9|12|1
125|1|4|950|39|2|7|1
126|1|4|2612|39|6|7|1
127|1|4|2811|39|7|7|1
128|1|4|254|39|8|10|1
129|1|4|918|39|3|5|1
130|1|4|1748|39|1|6|1
131|1|4|2707|39|9|13|1
132|1|4|1388|39|1|7|1
133|1|4|2414|39|1|5|1
134|1|4|256|39|1|9|1
135|1|4|761|39|7|14|1
136|1|4|104|39|6|9|1
137|1|4|235|39|1|9|1
138|1|4|2562|39|6|11|1
139|1|4|1464|39|3|10|1
140|1|4|2544|39|1|11|1
141|1|4|1076|39|5|5|1
142|1|4|364|39|2|12|1
143|1|4|2380|39|8|8|1
144|1|4|2279|39|4|12|1
145|1|4|2359|39|2|13|1
146|1|4|1294|39|2|6|1
147|1|4|843|39|8|7|1
148|1|4|2481|39|1|10|1
149|1|4|2894|39|8|6|1
150|1|4|2651|39|3|13|1
151|1|4|2676|39|6|12|1
152|1|4|2663|39|1|14|1
153|1|4|1680|39|10|14|1
154|1|4|1512|39|5|12|1
155|1|4|961|39|6|11|1
156|1|4|2672|39|9|9|1
157|1|4|1600|39|6|5|1
158|1|4|1829|39|2|8|1
159|1|4|1873|39|7|8|1
160|1|4|1819|39|8|6|1
161|1|4|2355|39|1|10|1
162|1|4|88|39|3|14|1
163|1|4|1835|39|10|6|1
164|1|4|1880|39|8|10|1
165|1|4|763|39|6|6|1
166|1|4|1920|39|6|8|1
167|1|4|1006|39|4|6|1
168|1|4|1588|39|2|10|1
169|1|4|663|39|6|11|1
170|1|4|1758|39|9|6|1
171|1|4|1016|39|5|13|1
172|1|4|1513|39|5|13|1
173|1|4|1358|39|5|5|1
174|1|4|392|39|10|5|1
175|1|4|1269|39|3|5|1
176|1|4|1566|39|8|10|1
177|1|4|2003|39|1|5|1
178|1|4|2108|39|1|12|1
179|1|4|2292|39|9|5|1
180|1|4|2585|39|1|9|1
181|1|4|2499|39|6|13|1
182|1|4|1541|39|3|12|1
183|1|4|263|39|10|7|1
184|1|4|243|39|9|10|1
185|1|4|1273|39|2|14|1
186|1|4|1249|39|1|11|1
187|1|4|864|39|5|8|1
188|1|4|693|39|7|11|1
189|1|4|1144|39|6|9|1
190|1|4|2739|39|1|11|1
191|1|4|415|39|8|6|1
192|1|4|784|39|9|12|1
193|1|4|2595|39|1|11|1
194|1|4|2134|39|4|11|1
195|1|4|985|39|9|10|1
196|1|4|2559|39|1|11|1
197|1|4|59|39|5|8|1
198|1|4|1252|39|9|12|1
199|1|4|1378|39|8|12|1
200|1|4|1671|39|3|11|1
201|1|4|2184|39|10|8|1
202|1|4|210|39|4|8|1
203|1|4|1712|39|4|6|1
204|1|4|2876|39|3|13|1
205|1|4|2051|39|9|9|1
206|1|4|2616|39|2|14|1
207|1|4|1310|39|4|11|1
208|1|4|109|39|7|12|1
209|1|4|2594|39|3|10|1
210|1|4|995|39|2|11|1
211|1|4|2264|39|6|5|1
212|1|4|1165|39|6|14|1
213|1|4|1629|39|3|8|1
214|1|4|2387|39|7|6|1
215|1|4|609|39|7|6|1
216|1|4|1868|39|10|7|1
217|1|4|2127|39|7|8|1
218|1|4|1450|39|3|12|1
219|1|4|2001|39|1|6|1
220|1|4|2160|39|3|9|1
221|1|4|2734|39|5|7|1
222|1|4|2792|39|7|5|1
223|1|4|2474|39|2|12|1
224|1|4|2696|39|6|11|1
225|1|4|818|39|5|10|1
226|1|4|1971|39|9|12|1
227|1|4|2290|39|8|8|1
228|1|4|2084|39|7|5|1
229|1|4|2657|39|3|14|1
230|1|4|2822|39|2|6|1
231|1|4|2448|39|10|14|1
232|1|4|2349|39|4|9|1
233|1|4|1801|39|8|14|1
234|1|4|2490|39|5|11|1
235|1|4|2296|39|2|12|1
236|1|4|815|39|7|12|1
237|1|4|323|39|8|10|1
238|1|4|2309|39|5|5|1
239|1|4|526|39|7|11|1
240|1|4|573|39|10|10|1
241|1|4|2675|39|4|8|1
242|1|4|837|39|5|10|1
243|1|4|1870|39|5|6|1
244|1|4|2913|39|2|5|1
245|1|4|1527|39|1|6|1
246|1|4|2004|39|8|11|1
247|1|4|504|39|10|9|1
248|1|4|2948|39|2|6|1
249|1|4|861|39|5|13|1
250|1|4|2194|39|8|11|1
251|1|4|2817|39|4|12|1
252|1|4|238|39|3|9|1
253|1|4|1429|39|4|12|1
254|1|4|185|39|9|13|1
255|1|4|1363|39|2|10|1
256|1|4|840|39|8|12|1
257|1|4|1121|39|7|12|1
258|1|4|2190|39|2|6|1
259|1|4|1885|39|7|7|1
260|1|4|909|39|5|9|1
261|1|4|1913|39|7|10|1
262|1|4|713|39|10|5|1
263|1|4|579|39|10|9|1
264|1|4|24|39|2|7|1
265|1|4|269|39|4|8|1
266|1|4|389|39|8|11|1
267|1|4|2698|39|10|9|1
268|1|4|1815|39|9|11|1
269|1|4|2193|39|4|5|1
270|1|4|2639|39|8|9|1
271|1|4|2752|39|7|11|1
272|1|4|2081|39|3|14|1
273|1|4|1366|39|6|9|1
274|1|4|2245|39|7|8|1
275|1|4|436|39|9|8|1
276|1|4|1297|39|7|9|1
277|1|4|718|39|3|7|1
278|1|4|2422|39|8|7|1
279|1|4|1497|39|3|10|1
280|1|4|1692|39|7|11|1
281|1|4|172|39|9|12|1
282|1|4|1449|39|9|6|1
283|1|4|2476|39|8|13|1
284|1|4|1246|39|6|14|1
285|1|4|1763|39|8|8|1
286|1|4|2957|39|9|8|1
287|1|4|2773|39|7|11|1
288|1|4|1641|39|3|9|1
289|1|4|2064|39|2|5|1
290|1|4|143|39|10|9|1
291|1|4|836|39|2|5|1
292|1|4|2577|39|8|6|1
293|1|4|2786|39|3|12|1
294|1|4|511|39|1|10|1
295|1|4|1275|39|2|9|1
296|1|4|299|39|5|14|1
297|1|4|1619|39|10|12|1
298|1|4|2776|39|7|9|1
299|1|4|2509|39|5|11|1
300|1|4|2453|39|3|7|1
301|1|4|849|39|6|8|1
302|1|4|409|39|9|7|1
303|1|4|2241|39|3|5|1
304|1|4|1655|39|6|10|1
305|1|4|1179|39|6|9|1
306|1|4|273|39|4|10|1
307|1|4|2572|39|9|7|1
308|1|4|2961|39|8|13|1
309|1|4|460|39|9|13|1
310|1|4|1981|39|3|8|1
311|1|4|1069|39|8|14|1
312|1|4|2567|39|9|14|1
313|1|4|2484|39|10|14|1
314|1|4|2513|39|5|9|1
315|1|4|193|39|3|11|1
316|1|4|2785|39|9|7|1
317|1|4|1042|39|4|7|1
318|1|4|1511|39|10|7|1
319|1|4|1282|39|2|6|1
320|1|4|237|39|2|7|1
321|1|4|2684|39|2|9|1
322|1|4|1562|39|9|6|1
323|1|4|615|39|1|10|1
324|1|4|1390|39|1|5|1
325|1|4|1741|39|10|11|1
326|1|4|2467|39|4|13|1
327|1|4|1393|39|10|11|1
328|1|4|789|39|2|13|1
329|1|4|33|39|4|8|1
330|1|4|636|39|2|6|1
331|1|4|2398|39|5|10|1
332|1|4|69|39|7|14|1
333|1|4|2573|39|9|6|1
334|1|4|891|39|7|6|1
335|1|4|2300|39|6|7|1
336|1|4|848|39|10|11|1
337|1|4|783|39|2|5|1
338|1|4|1064|39|3|14|1
339|1|4|1781|39|4|13|1
340|1|4|1400|39|1|5|1
341|1|4|2853|39|7|9|1
342|1|4|2741|39|1|14|1
343|1|4|638|39|4|13|1
344|1|4|1691|39|1|12|1
345|1|4|1265|39|5|8|1
346|1|4|721|39|9|12|1
347|1|4|295|39|10|7|1
348|1|4|406|39|9|5|1
349|1|4|422|39|7|12|1
350|1|4|2623|39|10|11|1
351|1|4|697|39|9|12|1
352|1|4|286|39|7|10|1
353|1|4|1798|39|1|14|1
354|1|4|1670|39|5|8|1
355|1|4|31|39|3|8|1
356|1|4|901|39|10|10|1
357|1|4|2120|39|10|13|1
358|1|4|2248|39|5|14|1
359|1|4|1119|39|6|7|1
360|1|4|2775|39|5|5|1
361|1|4|2336|39|2|9|1
362|1|4|29|39|6|12|1
363|1|4|1577|39|2|5|1
364|1|4|122|39|5|13|1
365|1|4|68|39|4|14|1
366|1|4|1672|39|8|10|1
367|1|4|233|39|2|13|1
368|1|4|690|39|10|14|1
369|1|4|145|39|1|8|1
370|1|4|1152|39|5|7|1
371|1|4|2642|39|9|14|1
372|1|4|2236|39|4|11|1
373|1|4|53|39|10|9|1
374|1|4|327|39|2|10|1
375|1|4|2446|39|6|12|1
376|1|4|2426|39|8|8|1
377|1|4|2025|39|8|10|1
378|1|4|275|39|1|7|1
379|1|4|726|39|1|14|1
380|1|4|2280|39|4|12|1
381|1|4|2979|39|2|14|1
382|1|4|199|39|6|11|1
383|1|4|1451|39|9|7|1
384|1|4|2782|39|6|5|1
385|1|4|2310|39|8|12|1
386|1|4|2375|39|1|7|1
387|1|4|2805|39|8|9|1
388|1|4|1706|39|1|10|1
389|1|4|2231|39|5|10|1
390|1|4|1423|39|5|8|1
391|1|4|1020|39|8|9|1
392|1|4|1092|39|2|11|1
393|1|4|709|39|9|12|1
394|1|4|2982|39|3|13|1
395|1|4|1779|39|7|14|1
396|1|4|2399|39|4|12|1
397|1|4|2457|39|6|13|1
398|1|4|931|39|10|9|1
399|1|4|2563|39|10|12|1
400|1|4|1240|39|9|8|1
401|1|4|1802|39|2|7|1
402|1|4|2177|39|9|13|1
403|1|4|429|39|3|5|1
404|1|4|1254|39|7|8|1
405|1|4|1395|39|7|7|1
406|1|4|133|39|1|9|1
407|1|4|1107|39|8|9|1
408|1|4|2188|39|5|6|1
409|1|4|1677|39|10|9|1
410|1|4|2256|39|1|5|1
411|1|4|569|39|5|11|1
412|1|4|902|39|2|5|1
413|1|4|956|39|10|8|1
414|1|4|2144|39|8|12|1
415|1|4|2753|39|5|7|1
416|1|4|2434|39|3|10|1
417|1|4|1433|39|3|7|1
418|1|4|1455|39|10|6|1
419|1|4|2999|39|7|7|1
420|1|4|1086|39|9|9|1
421|1|4|2960|39|1|9|1
422|1|4|1647|39|5|12|1
423|1|4|284|39|8|14|1
424|1|4|442|39|7|9|1
425|1|4|557|39|3|8|1
426|1|4|414|39|2|7|1
427|1|4|2818|39|3|11|1
428|1|4|1081|39|7|10|1
429|1|4|1702|39|2|11|1
430|1|4|473|39|2|6|1
431|1|4|2226|39|5|12|1
432|1|4|2879|39|4|10|1
433|1|4|880|39|4|5|1
434|1|4|2685|39|5|6|1
435|1|4|2027|39|4|5|1
436|1|4|1849|39|8|13|1
437|1|4|1178|39|7|12|1
438|1|4|308|39|3|10|1
439|1|4|1426|39|1|11|1
440|1|4|2535|39|3|7|1
441|1|4|2173|39|5|10|1
442|1|4|2857|39|2|8|1
443|1|4|1538|39|1|13|1
444|1|4|400|39|2|13|1
445|1|4|2411|39|3|6|1
446|1|4|1531|39|1|11|1
447|1|4|1886|39|3|8|1
448|1|4|898|39|9|10|1
449|1|4|525|39|5|6|1
450|1|4|1553|39|9|5|1
451|1|4|147|39|9|8|1
452|1|4|1243|39|4|13|1
453|1|4|2834|39|10|13|1
454|1|4|2131|39|9|8|1
455|1|4|1941|39|3|10|1
456|1|4|1556|39|8|5|1
457|1|4|2975|39|5|7|1
458|1|4|2870|39|7|10|1
459|1|4|1306|39|5|13|1
460|1|4|1590|39|6|13|1
461|1|4|2150|39|8|7|1
462|1|4|746|39|6|10|1
463|1|4|1883|39|6|6|1
464|1|4|1974|39|3|5|1
465|1|4|153|39|5|12|1
466|1|4|285|39|1|6|1
467|1|4|2333|39|2|5|1
468|1|4|2763|39|6|13|1
469|1|4|232|39|8|13|1
470|1|4|2250|39|9|8|1
471|1|4|2801|39|8|12|1
472|1|4|2345|39|1|13|1
473|1|4|2418|39|3|12|1
474|1|4|1498|39|10|13|1
475|1|4|1360|39|4|11|1
476|1|4|1342|39|9|10|1
477|1|4|1116|39|8|14|1
478|1|4|2314|39|6|9|1
479|1|4|2897|39|8|5|1
480|1|4|739|39|9|6|1
481|1|4|916|39|8|13|1
482|1|4|319|39|2|5|1
483|1|4|1202|39|9|13|1
484|1|4|602|39|10|9|1
485|1|4|2225|39|4|8|1
486|1|4|593|39|4|14|1
487|1|4|340|39|2|13|1
488|1|4|673|39|1|10|1
489|1|4|2571|39|5|8|1
490|1|4|1791|39|8|10|1
491|1|4|39|39|10|6|1
492|1|4|1482|39|10|9|1
493|1|4|2945|39|5|13|1
494|1|4|554|39|4|9|1
495|1|4|214|39|9|9|1
496|1|4|2220|39|6|12|1
497|1|4|1038|39|5|10|1
498|1|4|1587|39|1|6|1
499|1|4|1650|39|7|10|1
500|1|4|1478|39|7|10|1
501|1|4|131|39|5|9|1
502|1|4|1761|39|4|12|1
503|1|4|2013|39|2|12|1
504|1|4|649|39|7|7|1
505|1|4|444|39|6|6|1
506|1|4|1506|39|5|12|1
507|1|4|2223|39|6|11|1
508|1|4|1625|39|2|11|1
509|1|4|1519|39|7|7|1
510|1|4|1408|39|8|12|1
511|1|4|2463|39|2|14|1
512|1|4|1494|39|7|5|1
513|1|4|216|39|6|13|1
514|1|4|74|39|10|14|1
515|1|4|969|39|2|12|1
516|1|4|1373|39|9|11|1
517|1|4|1438|39|9|5|1
518|1|4|1124|39|10|8|1
519|1|4|919|39|3|5|1
520|1|4|1359|39|2|7|1
521|1|4|2918|39|10|5|1
522|1|4|600|39|10|5|1
523|1|4|2842|39|5|11|1
524|1|4|2949|39|3|10|1
525|1|4|766|39|9|5|1
526|1|4|2650|39|1|12|1
527|1|4|2855|39|5|8|1
528|1|4|2136|39|5|9|1
529|1|4|2815|39|7|9|1
530|1|4|1454|39|2|10|1
531|1|4|2316|39|7|14|1
532|1|4|1919|39|5|13|1
533|1|4|28|39|6|7|1
534|1|4|2087|39|4|12|1
535|1|4|7|39|5|11|1
536|1|4|2408|39|7|12|1
537|1|4|50|39|10|10|1
538|1|4|1634|39|5|14|1
539|1|4|2534|39|3|10|1
540|1|4|1039|39|9|11|1
541|1|4|1257|39|6|13|1
542|1|4|356|39|8|8|1
543|1|4|2067|39|4|10|1
544|1|4|2727|39|5|8|1
545|1|4|2170|39|3|12|1
546|1|4|1425|39|3|12|1
547|1|4|1487|39|5|8|1
548|1|4|2747|39|10|11|1
549|1|4|2526|39|9|12|1
550|1|4|804|39|8|8|1
551|1|4|297|39|9|11|1
552|1|4|963|39|2|14|1
553|1|4|777|39|6|10|1
554|1|4|467|39|5|7|1
555|1|4|1970|39|4|8|1
556|1|4|2603|39|1|11|1
557|1|4|75|39|9|12|1
558|1|4|951|39|8|7|1
559|1|4|2096|39|1|11|1
560|1|4|1656|39|4|9|1
561|1|4|2694|39|2|14|1
562|1|4|939|39|1|5|1
563|1|4|1285|39|9|6|1
564|1|4|1775|39|8|11|1
565|1|4|1475|39|5|7|1
566|1|4|869|39|10|9|1
567|1|4|1961|39|4|10|1
568|1|4|264|39|9|9|1
569|1|4|1432|39|10|14|1
570|1|4|1060|39|8|12|1
571|1|4|2020|39|8|13|1
572|1|4|1314|39|4|11|1
573|1|4|1772|39|3|6|1
574|1|4|2590|39|4|9|1
575|1|4|2674|39|2|14|1
576|1|4|1015|39|1|11|1
577|1|4|2839|39|5|11|1
578|1|4|1733|39|6|11|1
579|1|4|2438|39|10|5|1
580|1|4|2699|39|1|7|1
581|1|4|2756|39|3|9|1
582|1|4|669|39|4|9|1
583|1|4|1162|39|1|12|1
584|1|4|1033|39|4|10|1
585|1|4|1855|39|5|11|1
586|1|4|1401|39|2|7|1
587|1|4|1658|39|10|7|1
588|1|4|2221|39|8|8|1
589|1|4|1663|39|3|13|1
590|1|4|1952|39|6|6|1
591|1|4|976|39|8|13|1
592|1|4|191|39|8|14|1
593|1|4|724|39|4|11|1
594|1|4|2233|39|1|14|1
595|1|4|294|39|1|10|1
596|1|4|2447|39|4|5|1
597|1|4|215|39|8|10|1
598|1|4|838|39|10|7|1
599|1|4|1560|39|5|7|1
600|1|4|2926|39|9|12|1
601|1|4|953|39|2|6|1
602|1|4|798|39|7|5|1
603|1|4|426|39|2|10|1
604|1|4|1014|39|2|12|1
605|1|4|388|39|4|12|1
606|1|4|1922|39|1|14|1
607|1|4|1105|39|9|5|1
608|1|4|368|39|9|13|1
609|1|4|846|39|10|12|1
610|1|4|2943|39|4|11|1
611|1|4|662|39|1|5|1
612|1|4|1526|39|9|9|1
613|1|4|1074|39|3|14|1
614|1|4|1185|39|10|9|1
615|1|4|2521|39|10|8|1
616|1|4|1533|39|8|13|1
617|1|4|1627|39|4|12|1
618|1|4|2069|39|2|6|1
619|1|4|149|39|10|10|1
620|1|4|646|39|8|6|1
621|1|4|1828|39|4|11|1
622|1|4|448|39|9|13|1
623|1|4|120|39|7|12|1
624|1|4|1279|39|5|12|1
625|1|4|1461|39|1|9|1
626|1|4|1047|39|6|7|1
627|1|4|2477|39|6|7|1
628|1|4|2813|39|8|13|1
629|1|4|2646|39|7|12|1
630|1|4|2502|39|10|9|1
631|1|4|1864|39|4|5|1
632|1|4|695|39|5|14|1
633|1|4|2439|39|9|11|1
634|1|4|1921|39|7|6|1
635|1|4|2006|39|6|10|1
636|1|4|1224|39|7|10|1
637|1|4|2168|39|8|10|1
638|1|4|2063|39|6|7|1
639|1|4|2541|39|7|10|1
640|1|4|1957|39|2|12|1
641|1|4|2166|39|2|13|1
642|1|4|512|39|10|6|1
643|1|4|2218|39|5|11|1
644|1|4|2400|39|8|6|1
645|1|4|2091|39|10|6|1
646|1|4|1241|39|1|11|1
647|1|4|1288|39|3|13|1
648|1|4|358|39|2|9|1
649|1|4|1708|39|3|5|1
650|1|4|2404|39|6|10|1
651|1|4|1181|39|4|13|1
652|1|4|2138|39|8|8|1
653|1|4|1525|39|4|10|1
654|1|4|719|39|5|11|1
655|1|4|1127|39|2|6|1
656|1|4|1847|39|2|7|1
657|1|4|1050|39|8|7|1
658|1|4|2556|39|10|12|1
659|1|4|2265|39|2|8|1
660|1|4|1002|39|7|5|1
661|1|4|631|39|9|7|1
662|1|4|2845|39|10|5|1
663|1|4|196|39|1|8|1
664|1|4|1109|39|10|10|1
665|1|4|1616|39|9|10|1
666|1|4|1489|39|5|6|1
667|1|4|1005|39|5|9|1
668|1|4|1167|39|6|8|1
669|1|4|2705|39|5|10|1
670|1|4|2254|39|3|5|1
671|1|4|1205|39|10|5|1
672|1|4|1191|39|8|10|1
673|1|4|2151|39|7|12|1
674|1|4|671|39|5|6|1
675|1|4|1840|39|4|7|1
676|1|4|2662|39|1|13|1
677|1|4|2339|39|9|14|1
678|1|4|2281|39|6|9|1
679|1|4|2334|39|2|6|1
680|1|4|793|39|7|6|1
681|1|4|1159|39|6|5|1
682|1|4|432|39|4|10|1
683|1|4|2402|39|9|10|1
684|1|4|218|39|9|13|1
685|1|4|446|39|6|14|1
686|1|4|2435|39|6|14|1
687|1|4|1207|39|6|6|1
688|1|4|184|39|6|7|1
689|1|4|831|39|4|9|1
690|1|4|556|39|6|13|1
691|1|4|2938|39|6|13|1
692|1|4|2126|39|7|14|1
693|1|4|2766|39|2|12|1
694|1|4|628|39|1|7|1
695|1|4|2725|39|1|14|1
696|1|4|471|39|3|5|1
697|1|4|288|39|8|14|1
698|1|4|2034|39|1|10|1
699|1|4|2012|39|6|12|1
700|1|4|1496|39|7|8|1
701|1|4|565|39|8|5|1
702|1|4|1036|39|5|5|1
703|1|4|1131|39|1|14|1
704|1|4|857|39|10|11|1
705|1|4|2374|39|1|5|1
706|1|4|860|39|8|8|1
707|1|4|110|39|6|11|1
708|1|4|2636|39|6|14|1
709|1|4|2599|39|8|7|1
710|1|4|2471|39|7|14|1
711|1|4|508|39|4|13|1
712|1|4|49|39|8|5|1
713|1|4|2865|39|6|8|1
714|1|4|223|39|4|10|1
715|1|4|2330|39|9|8|1
716|1|4|641|39|1|6|1
717|1|4|2456|39|2|13|1
718|1|4|2295|39|7|6|1
719|1|4|2921|39|1|11|1
720|1|4|105|39|9|9|1
721|1|4|2742|39|5|11|1
722|1|4|1323|39|9|6|1
723|1|4|1567|39|6|10|1
724|1|4|1452|39|1|6|1
725|1|4|2963|39|9|14|1
726|1|4|874|39|5|7|1
727|1|4|280|39|6|8|1
728|1|4|1814|39|1|9|1
729|1|4|2760|39|6|10|1
730|1|4|1863|39|7|10|1
731|1|4|2514|39|5|9|1
732|1|4|1591|39|1|12|1
733|1|4|786|39|8|10|1
734|1|4|1414|39|6|14|1
735|1|4|79|39|9|8|1
736|1|4|1794|39|10|7|1
737|1|4|1261|39|4|6|1
738|1|4|1210|39|8|8|1
739|1|4|2388|39|7|8|1
740|1|4|6|39|3|13|1
741|1|4|594|39|10|10|1
742|1|4|2097|39|4|11|1
743|1|4|2072|39|6|7|1
744|1|4|1120|39|8|13|1
745|1|4|1853|39|4|12|1
746|1|4|622|39|5|11|1
747|1|4|1075|39|6|5|1
748|1|4|623|39|3|11|1
749|1|4|1474|39|9|13|1
750|1|4|889|39|10|12|1
751|1|4|2903|39|3|11|1
752|1|4|42|39|5|14|1
753|1|4|89|39|6|13|1
754|1|4|1893|39|7|12|1
755|1|4|314|39|10|5|1
756|1|4|2291|39|5|6|1
757|1|4|2053|39|10|11|1
758|1|4|2519|39|3|11|1
759|1|4|252|39|6|10|1
760|1|4|730|39|1|10|1
761|1|4|457|39|9|5|1
762|1|4|964|39|4|8|1
763|1|4|599|39|4|9|1
764|1|4|1021|39|3|13|1
765|1|4|1759|39|5|11|1
766|1|4|2283|39|1|10|1
767|1|4|1609|39|8|12|1
768|1|4|2902|39|3|13|1
769|1|4|2187|39|7|12|1
770|1|4|2266|39|3|9|1
771|1|4|1838|39|5|11|1
772|1|4|2860|39|7|10|1
773|1|4|1011|39|6|9|1
774|1|4|2996|39|6|10|1
775|1|4|339|39|5|8|1
776|1|4|1750|39|9|13|1
777|1|4|2922|39|5|8|1
778|1|4|1308|39|6|6|1
779|1|4|895|39|3|14|1
780|1|4|597|39|4|5|1
781|1|4|1965|39|9|13|1
782|1|4|737|39|9|14|1
783|1|4|1420|39|4|11|1
784|1|4|1558|39|1|14|1
785|1|4|2093|39|9|11|1
786|1|4|539|39|4|13|1
787|1|4|2174|39|2|12|1
788|1|4|986|39|1|8|1
789|1|4|775|39|1|14|1
790|1|4|540|39|2|14|1
791|1|4|2885|39|9|13|1
792|1|4|1696|39|1|10|1
793|1|4|1843|39|5|7|1
794|1|4|1115|39|4|5|1
795|1|4|2452|39|1|9|1
796|1|4|2065|39|7|8|1
797|1|4|2070|39|8|9|1
798|1|4|2152|39|3|12|1
799|1|4|595|39|10|12|1
800|1|4|736|39|3|13|1
801|1|4|1972|39|6|5|1
802|1|4|2762|39|8|8|1
803|1|4|45|39|8|7|1
804|1|4|2014|39|8|14|1
805|1|4|21|39|10|13|1
806|1|4|567|39|3|9|1
807|1|4|451|39|2|9|1
808|1|4|2909|39|10|6|1
809|1|4|2382|39|2|8|1
810|1|4|234|39|5|7|1
811|1|4|1528|39|5|9|1
812|1|4|2424|39|10|13|1
813|1|4|1301|39|4|12|1
814|1|4|972|39|4|13|1
815|1|4|2057|39|1|11|1
816|1|4|498|39|1|9|1
817|1|4|2643|39|4|6|1
818|1|4|2348|39|7|12|1
819|1|4|1862|39|5|7|1
820|1|4|1575|39|4|11|1
821|1|4|1068|39|6|14|1
822|1|4|303|39|6|6|1
823|1|4|1669|39|8|14|1
824|1|4|2761|39|1|8|1
825|1|4|868|39|4|10|1
826|1|4|125|39|7|8|1
827|1|4|1267|39|9|10|1
828|1|4|1104|39|4|13|1
829|1|4|1869|39|4|14|1
830|1|4|1443|39|8|8|1
831|1|4|2755|39|5|5|1
832|1|4|1380|39|8|11|1
833|1|4|2101|39|2|9|1
834|1|4|2781|39|6|6|1
835|1|4|2189|39|6|9|1
836|1|4|884|39|10|7|1
837|1|4|833|39|3|8|1
838|1|4|1022|39|10|10|1
